date,tmmx_water_lordville,tmmn_water_lordville,tavg_water_lordville,discharge_lordville,tmmx_water_lordville_src,tmmn_water_lordville_src,tavg_water_lordville_src,discharge_lordville_src
1995-09-14,16.0,14.0,15.0,,obs,obs,obs,linear_interpolation
1995-09-15,16.0,14.0,15.0,,obs,obs,obs,linear_interpolation
1995-09-16,15.0,13.5,14.0,,obs,obs,obs,linear_interpolation
1995-09-17,14.5,13.5,14.0,,obs,obs,obs,linear_interpolation
1995-09-18,16.0,13.5,14.5,,obs,obs,obs,linear_interpolation
1995-09-19,15.5,13.0,14.5,,obs,obs,obs,linear_interpolation
1995-09-20,15.0,14.5,14.5,,obs,obs,obs,linear_interpolation
1995-09-21,16.0,15.0,15.5,,obs,obs,obs,linear_interpolation
1995-09-22,16.5,15.5,16.0,,obs,obs,obs,linear_interpolation
1995-09-23,15.5,13.0,14.0,,obs,obs,obs,linear_interpolation
1995-09-24,13.5,11.0,12.5,,obs,obs,obs,linear_interpolation
1995-09-25,13.5,12.5,13.0,,obs,obs,obs,linear_interpolation
1995-09-26,14.0,13.0,13.5,,obs,obs,obs,linear_interpolation
1995-09-27,15.5,13.0,14.0,,obs,obs,obs,linear_interpolation
1995-09-28,16.0,14.0,15.0,,obs,obs,obs,linear_interpolation
1995-09-29,15.5,13.0,14.0,,obs,obs,obs,linear_interpolation
1995-09-30,16.5,14.0,15.0,,obs,obs,obs,linear_interpolation
1995-10-01,16.5,14.0,15.5,,obs,obs,obs,linear_interpolation
1995-10-02,17.5,15.5,16.5,,obs,obs,obs,linear_interpolation
1995-10-03,17.5,16.0,17.0,,obs,obs,obs,linear_interpolation
1995-10-04,17.5,17.0,17.0,,obs,obs,obs,linear_interpolation
1995-10-05,17.0,15.5,16.5,,obs,obs,obs,linear_interpolation
1995-10-06,18.0,15.5,16.5,,obs,obs,obs,linear_interpolation
1995-10-07,17.5,16.0,16.5,,obs,obs,obs,linear_interpolation
1995-10-08,16.0,14.5,15.5,,obs,obs,obs,linear_interpolation
1995-10-09,16.0,13.0,14.5,,obs,obs,obs,linear_interpolation
1995-10-10,15.5,13.0,14.5,,obs,obs,obs,linear_interpolation
1995-10-11,16.5,14.0,15.0,,obs,obs,obs,linear_interpolation
1995-10-12,16.0,14.0,15.0,,obs,obs,obs,linear_interpolation
1995-10-13,16.5,14.0,15.5,,obs,obs,obs,linear_interpolation
1995-10-14,16.0,15.0,15.0,,obs,obs,obs,linear_interpolation
1995-10-15,15.0,12.5,14.0,,obs,obs,obs,linear_interpolation
1995-10-16,12.5,10.5,11.0,,obs,obs,obs,linear_interpolation
1995-10-17,11.5,9.0,10.0,,obs,obs,obs,linear_interpolation
1995-10-18,11.5,8.5,10.0,,obs,obs,obs,linear_interpolation
1995-10-19,12.0,9.5,11.0,,obs,obs,obs,linear_interpolation
1995-10-20,12.5,11.0,11.5,,obs,obs,obs,linear_interpolation
1995-10-21,14.0,12.0,13.0,,obs,obs,obs,linear_interpolation
1995-10-22,12.0,10.5,11.0,,obs,obs,obs,linear_interpolation
1995-10-23,11.0,9.5,10.5,,obs,obs,obs,linear_interpolation
1995-10-24,12.0,9.5,11.0,,obs,obs,obs,linear_interpolation
1995-10-25,12.0,10.5,11.0,,obs,obs,obs,linear_interpolation
1995-10-26,11.5,10.0,10.5,,obs,obs,obs,linear_interpolation
1995-10-27,11.0,10.0,10.5,,obs,obs,obs,linear_interpolation
1995-10-28,12.5,11.0,11.5,,obs,obs,obs,linear_interpolation
1995-10-29,12.0,9.0,10.5,,obs,obs,obs,linear_interpolation
1995-10-30,9.0,8.0,8.5,,obs,obs,obs,linear_interpolation
1995-10-31,8.0,7.5,7.5,,obs,obs,obs,linear_interpolation
1995-11-01,9.5,7.5,8.5,,obs,obs,obs,linear_interpolation
1995-11-02,11.0,9.5,10.5,,obs,obs,obs,linear_interpolation
1995-11-03,11.5,10.5,11.0,,obs,obs,obs,linear_interpolation
1995-11-04,10.5,7.0,9.0,,obs,obs,obs,linear_interpolation
1995-11-05,7.0,5.5,6.0,,obs,obs,obs,linear_interpolation
1995-11-06,5.5,4.5,5.0,,obs,obs,obs,linear_interpolation
1995-11-07,5.0,4.0,4.5,,obs,obs,obs,linear_interpolation
1995-11-08,5.5,4.5,5.0,,obs,obs,obs,linear_interpolation
1995-11-09,4.5,3.0,3.5,,obs,obs,obs,linear_interpolation
1995-11-10,3.5,2.5,3.0,,obs,obs,obs,linear_interpolation
1995-11-11,8.0,3.5,5.0,,obs,obs,obs,linear_interpolation
1995-11-12,8.0,4.5,6.0,,obs,obs,obs,linear_interpolation
1995-11-13,4.5,3.0,3.5,,obs,obs,obs,linear_interpolation
1995-11-14,4.0,2.0,3.25,,linear_interpolation,obs,linear_interpolation,linear_interpolation
1995-11-15,3.5,2.0,3.0,,obs,obs,obs,linear_interpolation
1995-11-16,3.5,3.0,3.5,,obs,obs,obs,linear_interpolation
1995-11-17,3.5,2.5,3.0,,obs,obs,obs,linear_interpolation
1995-11-18,3.0,3.0,3.0,,obs,obs,obs,linear_interpolation
1995-11-19,4.0,3.0,3.5,,obs,obs,obs,linear_interpolation
1995-11-20,4.0,3.5,4.0,,obs,obs,obs,linear_interpolation
1995-11-21,4.5,3.5,4.0,,obs,obs,obs,linear_interpolation
1995-11-22,4.0,3.5,4.0,,obs,obs,obs,linear_interpolation
1995-11-23,3.5,2.5,2.5,,obs,obs,obs,linear_interpolation
1995-11-24,2.5,2.0,2.0,,obs,obs,obs,linear_interpolation
1995-11-25,2.25,0.0,1.75,,linear_interpolation,obs,linear_interpolation,linear_interpolation
1995-11-26,2.0,1.0,1.5,,obs,obs,obs,linear_interpolation
1995-11-27,3.0,2.0,2.5,,obs,obs,obs,linear_interpolation
1995-11-28,3.5,3.0,3.0,,obs,obs,obs,linear_interpolation
1995-11-29,3.0,1.5,2.0,,obs,obs,obs,linear_interpolation
1995-11-30,1.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1995-12-01,1.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1995-12-02,2.0,1.5,1.5,,obs,obs,obs,linear_interpolation
1995-12-03,1.5,0.5,1.0,,obs,obs,obs,linear_interpolation
1995-12-04,3.0,1.5,2.0,,obs,obs,obs,linear_interpolation
1995-12-05,2.0,1.0,1.5,,obs,obs,obs,linear_interpolation
1995-12-06,1.5,1.0,1.5,,obs,obs,obs,linear_interpolation
1995-12-07,1.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-08,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-09,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-10,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-11,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-12,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-13,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-14,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-15,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-16,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-17,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-18,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-19,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-20,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-21,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-22,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-23,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-24,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-25,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-26,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-27,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-28,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-29,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-30,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1995-12-31,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-01,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-02,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-03,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-04,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-05,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-06,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-07,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-08,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-09,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-10,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-11,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-12,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-13,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-14,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-15,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-16,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-17,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-18,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-01-19,0.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-01-20,1.0,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-01-21,0.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-01-22,1.5,0.5,1.0,,obs,obs,obs,linear_interpolation
1996-01-23,1.5,1.0,1.0,,obs,obs,obs,linear_interpolation
1996-01-24,2.5,1.5,2.0,,obs,obs,obs,linear_interpolation
1996-01-25,2.0,0.5,1.0,,obs,obs,obs,linear_interpolation
1996-01-26,0.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-01-27,2.5,0.5,1.5,,obs,obs,obs,linear_interpolation
1996-01-28,2.0,1.0,1.0,,obs,obs,obs,linear_interpolation
1996-01-29,1.0,0.5,1.0,,obs,obs,obs,linear_interpolation
1996-01-30,1.5,0.5,1.0,,obs,obs,obs,linear_interpolation
1996-01-31,1.5,0.5,1.0,,obs,obs,obs,linear_interpolation
1996-02-01,0.5,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-02-02,0.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-02-03,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-04,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-05,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-06,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-07,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-08,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-09,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-10,1.0,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-11,1.0,1.0,1.0,,obs,obs,obs,linear_interpolation
1996-02-12,1.0,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-13,0.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-02-14,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-02-15,0.5,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-02-16,0.5,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-02-17,0.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-02-18,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-19,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-20,0.5,0.5,0.5,,obs,obs,obs,linear_interpolation
1996-02-21,0.5,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-02-22,0.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-02-23,1.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-02-24,2.5,1.5,2.0,,obs,obs,obs,linear_interpolation
1996-02-25,3.0,1.0,2.0,,obs,obs,obs,linear_interpolation
1996-02-26,3.0,1.5,2.5,,obs,obs,obs,linear_interpolation
1996-02-27,2.5,1.5,2.0,,obs,obs,obs,linear_interpolation
1996-02-28,3.5,2.5,3.0,,obs,obs,obs,linear_interpolation
1996-02-29,2.5,0.0,1.0,,obs,obs,obs,linear_interpolation
1996-03-01,0.5,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-02,1.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-03-03,1.5,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-03-04,0.5,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-05,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-06,1.0,0.0,0.5,,obs,obs,obs,linear_interpolation
1996-03-07,0.5,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-08,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-09,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-10,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-11,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-12,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-13,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-14,0.0,0.0,0.0,,obs,obs,obs,linear_interpolation
1996-03-15,2.5,0.0,1.0,,obs,obs,obs,linear_interpolation
1996-03-16,3.5,1.0,2.0,,obs,obs,obs,linear_interpolation
1996-03-17,3.0,1.0,2.5,,obs,obs,obs,linear_interpolation
1996-03-18,5.0,3.0,3.5,,obs,obs,obs,linear_interpolation
1996-03-19,4.5,3.0,4.0,,obs,obs,obs,linear_interpolation
1996-03-20,4.5,3.0,4.0,,obs,obs,obs,linear_interpolation
1996-03-21,3.5,2.5,3.0,,obs,obs,obs,linear_interpolation
1996-03-22,3.0,2.0,2.5,,obs,obs,obs,linear_interpolation
1996-03-23,2.5,1.0,2.0,,obs,obs,obs,linear_interpolation
1996-03-24,4.0,1.0,2.5,,obs,obs,obs,linear_interpolation
1996-03-25,6.5,2.5,4.5,,obs,obs,obs,linear_interpolation
1996-03-26,6.5,5.0,6.0,,obs,obs,obs,linear_interpolation
1996-03-27,5.0,2.0,3.5,,obs,obs,obs,linear_interpolation
1996-03-28,3.5,2.0,2.5,,obs,obs,obs,linear_interpolation
1996-03-29,4.0,2.5,3.0,,obs,obs,obs,linear_interpolation
1996-03-30,7.0,3.5,5.0,,obs,obs,obs,linear_interpolation
1996-03-31,8.0,4.5,6.0,,obs,obs,obs,linear_interpolation
1996-04-01,7.0,5.5,6.0,,obs,obs,obs,linear_interpolation
1996-04-02,7.0,4.5,5.5,,obs,obs,obs,linear_interpolation
1996-04-03,5.5,5.0,5.0,,obs,obs,obs,linear_interpolation
1996-04-04,6.5,4.0,5.0,,obs,obs,obs,linear_interpolation
1996-04-05,6.5,4.5,5.5,,obs,obs,obs,linear_interpolation
1996-04-06,6.5,4.0,5.0,,obs,obs,obs,linear_interpolation
1996-04-07,6.0,5.0,5.5,,obs,obs,obs,linear_interpolation
1996-04-08,5.5,4.0,4.5,,obs,obs,obs,linear_interpolation
1996-04-09,5.5,4.0,5.0,,obs,obs,obs,linear_interpolation
1996-04-10,5.5,4.5,4.5,,obs,obs,obs,linear_interpolation
1996-04-11,7.0,3.5,5.0,,obs,obs,obs,linear_interpolation
1996-04-12,7.5,6.5,7.0,,obs,obs,obs,linear_interpolation
1996-04-13,7.5,6.0,6.5,,obs,obs,obs,linear_interpolation
1996-04-14,6.0,4.5,5.0,,obs,obs,obs,linear_interpolation
1996-04-15,6.5,3.5,5.0,,obs,obs,obs,linear_interpolation
1996-04-16,6.5,5.0,5.5,,obs,obs,obs,linear_interpolation
1996-04-17,5.0,4.0,4.5,,obs,obs,obs,linear_interpolation
1996-04-18,7.0,3.5,5.0,,obs,obs,obs,linear_interpolation
1996-04-19,7.5,5.0,6.0,,obs,obs,obs,linear_interpolation
1996-04-20,8.5,6.0,7.0,,obs,obs,obs,linear_interpolation
1996-04-21,9.5,7.0,8.5,,obs,obs,obs,linear_interpolation
1996-04-22,10.5,7.0,9.0,,obs,obs,obs,linear_interpolation
1996-04-23,11.0,9.5,10.5,,obs,obs,obs,linear_interpolation
1996-04-24,10.5,8.0,9.0,,obs,obs,obs,linear_interpolation
1996-04-25,8.5,7.0,8.0,,obs,obs,obs,linear_interpolation
1996-04-26,9.0,8.0,8.5,,obs,obs,obs,linear_interpolation
1996-04-27,9.0,7.5,8.5,,obs,obs,obs,linear_interpolation
1996-04-28,9.5,7.0,8.0,,obs,obs,obs,linear_interpolation
1996-04-29,9.5,8.0,8.5,,obs,obs,obs,linear_interpolation
1996-04-30,9.0,8.0,8.5,,obs,obs,obs,linear_interpolation
1996-05-01,9.5,8.0,8.5,,obs,obs,obs,linear_interpolation
1996-05-02,10.0,7.5,8.5,,obs,obs,obs,linear_interpolation
1996-05-03,9.0,7.0,8.0,,obs,obs,obs,linear_interpolation
1996-05-04,9.0,8.0,8.5,,obs,obs,obs,linear_interpolation
1996-05-05,11.5,8.5,9.5,,obs,obs,obs,linear_interpolation
1996-05-06,11.0,9.5,10.0,,obs,obs,obs,linear_interpolation
1996-05-07,10.5,8.5,9.5,,obs,obs,obs,linear_interpolation
1996-05-08,12.5,9.5,10.5,,obs,obs,obs,linear_interpolation
1996-05-09,12.0,10.5,11.0,,obs,obs,obs,linear_interpolation
1996-05-10,13.5,10.0,11.5,,obs,obs,obs,linear_interpolation
1996-05-11,13.5,12.0,13.0,,obs,obs,obs,linear_interpolation
1996-05-12,12.0,8.5,10.0,,obs,obs,obs,linear_interpolation
1996-05-13,8.5,7.0,7.5,,obs,obs,obs,linear_interpolation
1996-05-14,10.0,7.0,8.5,,obs,obs,obs,linear_interpolation
1996-05-15,11.5,8.0,9.5,,obs,obs,obs,linear_interpolation
1996-05-16,11.0,9.5,9.5,,obs,obs,obs,linear_interpolation
1996-05-17,13.5,9.5,11.5,,obs,obs,obs,linear_interpolation
1996-05-18,14.0,12.0,13.0,,obs,obs,obs,linear_interpolation
1996-05-19,17.5,13.5,15.0,,obs,obs,obs,linear_interpolation
1996-05-20,18.5,14.5,16.5,,obs,obs,obs,linear_interpolation
1996-05-21,18.0,15.0,16.0,,obs,obs,obs,linear_interpolation
1996-05-22,16.5,13.5,15.0,,obs,obs,obs,linear_interpolation
1996-05-23,17.5,14.5,16.0,,obs,obs,obs,linear_interpolation
1996-05-24,18.5,15.5,16.5,,obs,obs,obs,linear_interpolation
2006-07-28,23.5,21.5,22.5,646.32,obs,obs,obs,obs
2006-07-29,23.0,20.0,21.5,859.6056,obs,obs,obs,obs
2006-07-30,24.0,21.5,23.0,846.6792,obs,obs,obs,obs
2006-07-31,24.5,22.0,23.0,833.7528,obs,obs,obs,obs
2006-08-01,25.0,23.0,24.0,878.9952,obs,obs,obs,obs
2006-08-02,25.0,23.0,24.0,878.9952,obs,obs,obs,obs
2006-08-03,24.0,21.5,23.0,840.216,obs,obs,obs,obs
2006-08-04,23.0,20.5,21.5,698.0256,obs,obs,obs,obs
2006-08-05,23.5,20.0,21.5,593.96808,obs,obs,obs,obs
2006-08-06,23.0,20.0,21.5,551.95728,obs,obs,obs,obs
2006-08-07,23.5,21.0,22.5,581.688,obs,obs,obs,obs
2006-08-08,23.5,21.0,22.0,586.21224,obs,obs,obs,obs
2006-08-09,22.0,18.5,20.5,567.46896,obs,obs,obs,obs
2006-08-10,21.5,19.0,20.5,526.7508,obs,obs,obs,obs
2006-08-11,21.5,18.5,20.0,569.40792,obs,obs,obs,obs
2006-08-12,19.5,16.5,18.0,685.0992,obs,obs,obs,obs
2006-08-13,17.5,14.5,16.5,723.8784,obs,obs,obs,obs
2006-08-14,18.5,15.5,17.0,665.7096,obs,obs,obs,obs
2006-08-15,20.0,17.5,18.5,710.952,obs,obs,obs,obs
2006-08-16,19.0,16.5,18.0,704.4888,obs,obs,obs,obs
2006-08-17,19.0,16.0,17.5,691.5624,obs,obs,obs,obs
2006-08-18,18.5,16.5,17.5,743.268,obs,obs,obs,obs
2006-08-19,16.5,15.0,16.0,749.7312000000001,obs,obs,obs,obs
2006-08-20,19.0,14.5,16.5,1299.1032,obs,obs,obs,obs
2006-08-21,20.0,17.0,18.5,1027.6488,obs,obs,obs,obs
2006-08-22,21.5,18.5,20.0,762.6576,obs,obs,obs,obs
2006-08-23,20.5,18.5,19.5,717.4152,obs,obs,obs,obs
2006-08-24,19.0,17.0,18.0,723.8784,obs,obs,obs,obs
2006-08-25,17.0,15.0,16.0,814.3632,obs,obs,obs,obs
2006-08-26,15.0,14.5,14.5,878.9952,obs,obs,obs,obs
2006-08-27,14.5,14.5,14.5,904.848,obs,obs,obs,obs
2006-08-28,17.5,14.0,15.5,1260.324,obs,obs,obs,obs
2006-08-29,17.5,17.0,17.5,2882.5872,obs,obs,obs,obs
2006-08-30,18.5,17.0,17.5,4899.1056,obs,obs,obs,obs
2006-08-31,18.0,17.0,17.5,2339.6784000000002,obs,obs,obs,obs
2006-09-01,17.5,16.0,16.5,1706.2848,obs,obs,obs,obs
2006-09-02,16.5,16.0,16.0,1564.0944,obs,obs,obs,obs
2006-09-03,17.0,15.5,16.0,1480.0728,obs,obs,obs,obs
2006-09-04,17.0,16.5,16.5,1415.4408,obs,obs,obs,obs
2006-09-05,17.0,16.5,16.5,1266.7872,obs,obs,obs,obs
2006-09-06,17.5,16.5,17.0,1176.3024,obs,obs,obs,obs
2006-09-07,19.0,16.5,17.5,1072.8912,obs,obs,obs,obs
2006-09-08,20.0,17.5,19.0,969.48,obs,obs,obs,obs
2006-09-09,20.0,18.5,19.5,891.9216,obs,obs,obs,obs
2006-09-10,19.5,18.0,19.0,846.6792,obs,obs,obs,obs
2006-09-11,19.0,16.5,17.5,788.5104,obs,obs,obs,obs
2006-09-12,18.5,16.0,17.5,730.3416,obs,obs,obs,obs
2006-09-13,18.0,15.5,16.5,685.0992,obs,obs,obs,obs
2006-09-14,15.5,15.0,15.5,801.4368000000001,obs,obs,obs,obs
2006-09-15,16.0,15.0,15.5,4052.4264,obs,obs,obs,obs
2006-09-16,17.0,15.5,16.5,3212.2104,obs,obs,obs,obs
2006-09-17,18.5,16.0,17.5,2326.752,obs,obs,obs,obs
2006-09-18,19.0,17.0,18.0,1874.328,obs,obs,obs,obs
2006-09-19,18.5,16.5,17.5,1602.8736000000001,obs,obs,obs,obs
2006-09-20,16.5,15.5,16.0,1454.22,obs,obs,obs,obs
2006-09-21,15.5,14.0,15.0,1279.7136,obs,obs,obs,obs
2006-09-22,15.5,13.5,14.5,1137.5232,obs,obs,obs,obs
2006-09-23,15.0,13.5,14.5,1460.6832,obs,obs,obs,obs
2006-09-24,14.5,13.0,13.5,1421.904,obs,obs,obs,obs
2006-09-25,14.5,13.0,13.5,1305.5664,obs,obs,obs,obs
2006-09-26,13.5,12.5,13.0,1202.1552,obs,obs,obs,obs
2006-09-27,13.0,11.5,12.5,1150.4496,obs,obs,obs,obs
2006-09-28,13.0,11.5,12.0,1131.06,obs,obs,obs,obs
2006-09-29,13.0,12.0,12.5,3089.4096,obs,obs,obs,obs
2006-09-30,12.0,10.5,11.0,2585.28,obs,obs,obs,obs
2006-10-01,12.0,11.0,11.5,2371.9944,obs,obs,obs,obs
2006-10-02,13.0,11.0,12.0,2462.4792,obs,obs,obs,obs
2006-10-03,13.0,11.0,12.0,2087.6136,obs,obs,obs,obs
2006-10-04,13.5,12.5,13.0,1893.7176,obs,obs,obs,obs
2006-10-05,13.5,12.5,13.0,1822.6224,obs,obs,obs,obs
2006-10-06,12.5,11.0,11.5,1680.432,obs,obs,obs,obs
2006-10-07,11.5,10.0,11.0,1538.2416,obs,obs,obs,obs
2006-10-08,12.0,10.5,11.5,1441.2936,obs,obs,obs,obs
2006-10-09,13.0,11.5,12.0,1376.6616,obs,obs,obs,obs
2006-10-10,13.0,11.5,12.5,1312.0296,obs,obs,obs,obs
2006-10-11,12.5,12.0,12.0,1266.7872,obs,obs,obs,obs
2006-10-12,13.0,12.0,12.0,1131.06,obs,obs,obs,obs
2006-10-13,12.0,9.0,10.5,1163.376,obs,obs,obs,obs
2006-10-14,9.0,8.0,8.5,1234.4712,obs,obs,obs,obs
2006-10-15,8.5,8.0,8.5,1189.2288,obs,obs,obs,obs
2006-10-16,9.5,8.0,8.5,1156.9128,obs,obs,obs,obs
2006-10-17,9.5,9.0,9.5,1240.9344,obs,obs,obs,obs
2006-10-18,11.0,9.5,10.5,2003.592,obs,obs,obs,obs
2006-10-19,12.5,11.0,11.5,1835.5488,obs,obs,obs,obs
2006-10-20,12.5,10.5,12.0,4149.3744,obs,obs,obs,obs
2006-10-21,10.5,9.5,9.5,5823.3432,obs,obs,obs,obs
2006-10-22,9.5,9.0,9.5,3845.604,obs,obs,obs,obs
2006-10-23,9.5,8.5,9.5,3037.704,obs,obs,obs,obs
2006-10-24,8.5,8.0,8.0,2540.0376,obs,obs,obs,obs
2006-10-25,8.5,7.5,8.0,2236.2672000000002,obs,obs,obs,obs
2006-10-26,8.0,7.5,8.0,2029.4448,obs,obs,obs,obs
2006-10-27,8.0,7.0,7.5,1867.8648,obs,obs,obs,obs
2006-10-28,8.5,8.0,8.5,7303.416,obs,obs,obs,obs
2006-10-29,8.5,7.5,8.0,8337.528,obs,obs,obs,obs
2006-10-30,9.0,7.0,8.0,6036.6288,obs,obs,obs,obs
2006-10-31,9.5,8.0,8.5,4976.664,obs,obs,obs,obs
2006-11-01,10.5,9.5,10.0,4058.8896,obs,obs,obs,obs
2006-11-02,10.5,8.5,9.5,4078.2792,obs,obs,obs,obs
2006-11-03,8.5,7.0,7.5,3735.7296,obs,obs,obs,obs
2006-11-04,7.0,6.5,6.5,3354.4008,obs,obs,obs,obs
2006-11-05,7.0,6.0,6.5,3057.0936,obs,obs,obs,obs
2006-11-06,7.5,6.0,6.5,2753.3232,obs,obs,obs,obs
2006-11-07,8.0,6.5,7.0,2501.2584,obs,obs,obs,obs
2006-11-08,8.5,8.0,8.0,2578.8168,obs,obs,obs,obs
2006-11-09,9.5,8.5,9.0,3826.2144,obs,obs,obs,obs
2006-11-10,9.0,8.0,8.5,3270.3792,obs,obs,obs,obs
2006-11-11,9.0,7.0,8.0,2953.6824,obs,obs,obs,obs
2006-11-12,9.0,8.0,8.5,2779.176,obs,obs,obs,obs
2006-11-13,9.0,8.0,8.5,2708.0808,obs,obs,obs,obs
2006-11-14,9.5,9.0,9.5,2708.0808,obs,obs,obs,obs
2006-11-15,10.0,9.5,9.5,2649.912,obs,obs,obs,obs
2006-11-16,12.5,10.0,10.5,4104.132,obs,obs,obs,obs
2006-11-17,12.5,10.0,11.0,14025.144,obs,obs,obs,obs
2006-11-18,10.0,9.0,9.0,9113.112,obs,obs,obs,obs
2006-11-19,9.0,8.5,9.0,6980.256,obs,obs,obs,obs
2006-11-20,8.5,7.5,8.25,5597.1312,obs,obs,linear_interpolation,obs
2006-11-21,7.5,7.0,7.5,4588.872,obs,obs,obs,obs
2006-11-22,7.0,6.0,6.5,3839.1408,obs,obs,obs,obs
2006-11-23,6.5,6.0,6.5,4091.2056000000002,obs,obs,obs,obs
2006-11-24,7.0,6.0,6.5,4272.1752,obs,obs,obs,obs
2006-11-25,6.5,6.0,6.5,3729.2664,obs,obs,obs,obs
2006-11-26,7.0,6.0,6.5,3412.5696,obs,obs,obs,obs
